plz	ort	landkreis	bundesland
54317	Sommerau	Landkreis Trier-Saarburg	Rheinland-Pfalz
99610	Sömmerda	Landkreis Sömmerda	Thüringen
99625	Sömmerda	Landkreis Sömmerda	Thüringen
97286	Sommerhausen	Landkreis Würzburg	Bayern
63825	Sommerkahl	Landkreis Aschaffenburg	Bayern
25358	Sommerland	Kreis Steinburg	Schleswig-Holstein
55595	Sommerloch	Landkreis Bad Kreuznach	Rheinland-Pfalz
39365	Sommersdorf	Landkreis Börde	Sachsen-Anhalt
17111	Sommersdorf	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
97255	Sonderhofen	Landkreis Würzburg	Bayern
99706	Sondershausen	Kyffhäuserkreis	Thüringen
97647	Sondheim v.d.Rhön	Landkreis Rhön-Grabfeld	Bayern
96515	Sonneberg	Landkreis Sonneberg	Thüringen
99869	Sonneborn	Landkreis Gotha	Thüringen
25821	Sönnebüll	Kreis Nordfriesland	Schleswig-Holstein
96242	Sonnefeld	Landkreis Coburg	Bayern
94164	Sonnen	Landkreis Passau	Bayern
16775	Sonnenberg	Landkreis Oberhavel	Brandenburg
55767	Sonnenberg-Winnenberg	Landkreis Birkenfeld	Rheinland-Pfalz
72820	Sonnenbühl	Landkreis Reutlingen	Baden-Württemberg
37345	Sonnenstein	Landkreis Eichsfeld	Thüringen
03249	Sonnewalde	Landkreis Elbe-Elster	Brandenburg
55758	Sonnschied	Landkreis Birkenfeld	Rheinland-Pfalz
47665	Sonsbeck	Kreis Wesel	Nordrhein-Westfalen
87776	Sontheim	Landkreis Unterallgäu	Bayern
89567	Sontheim an der Brenz	Landkreis Heidenheim	Baden-Württemberg
87527	Sonthofen	Landkreis Oberallgäu	Bayern
36205	Sontra	Werra-Meißner-Kreis	Hessen
24806	Sophienhamm	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
24241	Sören	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
55270	Sörgenloch	Landkreis Mainz-Bingen	Rheinland-Pfalz
57636	Sörth	Landkreis Altenkirchen	Rheinland-Pfalz
24966	Sörup	Kreis Schleswig-Flensburg	Schleswig-Holstein
56858	Sosberg	Landkreis Cochem-Zell	Rheinland-Pfalz
27367	Sottrum	Landkreis Rotenburg (Wümme)	Niedersachsen
83564	Soyen	Landkreis Rosenheim	Bayern
55595	Spabrücken	Landkreis Bad Kreuznach	Rheinland-Pfalz
49751	Spahnharrenstätte	Landkreis Emsland	Niedersachsen
78549	Spaichingen	Landkreis Tuttlingen	Baden-Württemberg
55595	Spall	Landkreis Bad Kreuznach	Rheinland-Pfalz
91174	Spalt	Landkreis Roth	Bayern
54529	Spangdahlem	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
34286	Spangenberg	Schwalm-Eder-Kreis	Hessen
17391	Spantekow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
17392	Spantekow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
91080	Spardorf	Landkreis Erlangen-Höchstadt	Bayern
95234	Sparneck	Landkreis Hof	Bayern
82418	Spatzenhausen	Landkreis Garmisch-Partenkirchen	Bayern
82447	Spatzenhausen	Landkreis Garmisch-Partenkirchen	Bayern
56322	Spay	Landkreis Mayen-Koblenz	Rheinland-Pfalz
74937	Spechbach	Rhein-Neckar-Kreis	Baden-Württemberg
54662	Speicher	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
95469	Speichersdorf	Landkreis Bayreuth	Bayern
92676	Speinshart	Landkreis Neustadt an der Waldnaab	Bayern
48480	Spelle	Landkreis Emsland	Niedersachsen
32139	Spenge	Kreis Herford	Nordrhein-Westfalen
56288	Spesenroth	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
56746	Spessart	Landkreis Ahrweiler	Rheinland-Pfalz
67346	Speyer		Rheinland-Pfalz
94518	Spiegelau	Landkreis Freyung-Grafenau	Bayern
71579	Spiegelberg	Rems-Murr-Kreis	Baden-Württemberg
26474	Spiekeroog	Landkreis Wittmund	Niedersachsen
66583	Spiesen-Elversberg	Landkreis Neunkirchen	Saarland
55288	Spiesheim	Landkreis Alzey-Worms	Rheinland-Pfalz
76848	Spirkelbach	Landkreis Südwestpfalz	Rheinland-Pfalz
18513	Splietsdorf	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
55595	Sponheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
17039	Sponholz	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
19372	Spornitz	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
73565	Spraitbach	Ostalbkreis	Baden-Württemberg
73568	Spraitbach	Ostalbkreis	Baden-Württemberg
73577	Spraitbach	Ostalbkreis	Baden-Württemberg
25917	Sprakebüll	Kreis Nordfriesland	Schleswig-Holstein
29365	Sprakensehl	Landkreis Gifhorn	Niedersachsen
15528	Spreenhagen	Landkreis Oder-Spree	Brandenburg
02979	Spreetal - Sprjewiny Doł	Landkreis Bautzen	Sachsen
15913	Spreewaldheide	Landkreis Dahme-Spreewald	Brandenburg
03130	Spremberg	Landkreis Spree-Neiße	Brandenburg
55576	Sprendlingen	Landkreis Mainz-Bingen	Rheinland-Pfalz
31832	Springe	Region Hannover	Niedersachsen
45549	Sprockhövel	Ennepe-Ruhr-Kreis	Nordrhein-Westfalen
99610	Sprötau	Landkreis Sömmerda	Thüringen
18198	Stäbelow	Landkreis Rostock	Mecklenburg-Vorpommern
21680	Stade	Landkreis Stade	Niedersachsen
21682	Stade	Landkreis Stade	Niedersachsen
21683	Stade	Landkreis Stade	Niedersachsen
21684	Stade	Landkreis Stade	Niedersachsen
55271	Stadecken-Elsheim	Landkreis Mainz-Bingen	Rheinland-Pfalz
96187	Stadelhofen	Landkreis Bamberg	Bayern
26935	Stadland	Landkreis Wesermarsch	Niedersachsen
26936	Stadland	Landkreis Wesermarsch	Niedersachsen
26937	Stadland	Landkreis Wesermarsch	Niedersachsen
92549	Stadlern	Landkreis Schwandorf	Bayern
35260	Stadtallendorf	Landkreis Marburg-Biedenkopf	Hessen
86391	Stadtbergen	Landkreis Augsburg	Bayern
31655	Stadthagen	Landkreis Schaumburg	Niedersachsen
99326	Stadtilm	Ilm-Kreis	Thüringen
54589	Stadtkyll	Landkreis Vulkaneifel	Rheinland-Pfalz
97488	Stadtlauringen	Landkreis Schweinfurt	Bayern
48703	Stadtlohn	Kreis Borken	Nordrhein-Westfalen
37627	Stadtoldendorf	Landkreis Holzminden	Niedersachsen
97909	Stadtprozelten	Landkreis Miltenberg	Bayern
07646	Stadtroda	Saale-Holzland-Kreis	Thüringen
95346	Stadtsteinach	Landkreis Kulmbach	Bayern
25917	Stadum	Kreis Nordfriesland	Schleswig-Holstein
27254	Staffhorst	Landkreis Diepholz	Niedersachsen
24816	Stafstedt	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
67808	Stahlberg	Donnersbergkreis	Rheinland-Pfalz
56412	Stahlhofen	Westerwaldkreis	Rheinland-Pfalz
56459	Stahlhofen am Wiesensee	Westerwaldkreis	Rheinland-Pfalz
14532	Stahnsdorf	Landkreis Potsdam-Mittelmark	Brandenburg
89195	Staig	Alb-Donau-Kreis	Baden-Württemberg
24217	Stakendorf	Kreis Plön	Schleswig-Holstein
94375	Stallwang	Landkreis Straubing-Bogen	Bayern
95236	Stammbach	Landkreis Hof	Bayern
84533	Stammham	Landkreis Altötting	Bayern
85092	Stammham	Landkreis Eichstätt	Bayern
85134	Stammham	Landkreis Eichstätt	Bayern
93491	Stamsried	Landkreis Cham	Bayern
67816	Standenbühl	Donnersbergkreis	Rheinland-Pfalz
24395	Stangheck	Kreis Schleswig-Flensburg	Schleswig-Holstein
25879	Stapel	Kreis Schleswig-Flensburg	Schleswig-Holstein
22145	Stapelfeld	Kreis Stormarn	Schleswig-Holstein
04617	Starkenberg	Landkreis Altenburger Land	Thüringen
56843	Starkenburg	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
82319	Starnberg	Landkreis Starnberg	Bayern
72181	Starzach	Landkreis Tübingen	Baden-Württemberg
39418	Staßfurt	Salzlandkreis	Sachsen-Anhalt
39443	Staßfurt	Salzlandkreis	Sachsen-Anhalt
39446	Staßfurt	Salzlandkreis	Sachsen-Anhalt
01594	Stauchitz	Landkreis Meißen	Sachsen
83224	Staudach-Egerndach	Landkreis Traunstein	Bayern
55568	Staudernheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
56424	Staudt	Westerwaldkreis	Rheinland-Pfalz
35460	Staufenberg	Landkreis Gießen	Hessen
34355	Staufenberg	Landkreis Göttingen	Niedersachsen
79219	Staufen im Breisgau	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
17039	Staven	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
17153	Stavenhagen	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
49777	Stavern	Landkreis Emsland	Niedersachsen
79837	St. Blasien	Landkreis Waldshut	Baden-Württemberg
56276	Stebach	Landkreis Neuwied	Rheinland-Pfalz
16775	Stechlin	Landkreis Oberhavel	Brandenburg
14715	Stechow-Ferchesar	Landkreis Havelland	Brandenburg
25920	Stedesand	Kreis Nordfriesland	Schleswig-Holstein
26427	Stedesdorf	Landkreis Wittmund	Niedersachsen
25557	Steenfeld	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
54597	Steffeln	Landkreis Vulkaneifel	Rheinland-Pfalz
35239	Steffenberg	Landkreis Marburg-Biedenkopf	Hessen
18209	Steffenshagen	Landkreis Rostock	Mecklenburg-Vorpommern
96135	Stegaurach	Landkreis Bamberg	Bayern
79252	Stegen	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
09356	St. Egidien	Landkreis Zwickau	Sachsen
06268	Steigra	Saalekreis	Sachsen-Anhalt
31634	Steimbke	Landkreis Nienburg/Weser	Niedersachsen
57614	Steimel	Landkreis Neuwied	Rheinland-Pfalz
24235	Stein	Kreis Plön	Schleswig-Holstein
90547	Stein	Landkreis Fürth	Bayern
01920	Steina	Landkreis Bautzen	Sachsen
77790	Steinach	Ortenaukreis	Baden-Württemberg
94377	Steinach	Landkreis Straubing-Bogen	Bayern
96523	Steinach	Landkreis Sonneberg	Thüringen
66851	Steinalben	Landkreis Südwestpfalz	Rheinland-Pfalz
21775	Steinau	Landkreis Cuxhaven	Niedersachsen
36396	Steinau an der Straße	Main-Kinzig-Kreis	Hessen
61449	Steinbach	Hochtaunuskreis	Hessen
56291	Steinbach	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
37308	Steinbach	Landkreis Eichsfeld	Thüringen
67808	Steinbach am Donnersberg	Donnersbergkreis	Rheinland-Pfalz
66909	Steinbach am Glan	Landkreis Kusel	Rheinland-Pfalz
96361	Steinbach am Wald	Landkreis Kronach	Bayern
98587	Steinbach-Hallenberg	Landkreis Schmalkalden-Meiningen	Thüringen
08237	Steinberg	Vogtlandkreis	Sachsen
24972	Steinberg	Kreis Schleswig-Flensburg	Schleswig-Holstein
92449	Steinberg am See	Landkreis Schwandorf	Bayern
24972	Steinbergkirche	Kreis Schleswig-Flensburg	Schleswig-Holstein
55599	Stein-Bockenheim	Landkreis Alzey-Worms	Rheinland-Pfalz
54655	Steinborn	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
22964	Steinburg	Kreis Stormarn	Schleswig-Holstein
82297	Steindorf	Landkreis Aichach-Friedberg	Bayern
57629	Steinebach an der Wied	Westerwaldkreis	Rheinland-Pfalz
57520	Steinebach/Sieg	Landkreis Altenkirchen	Rheinland-Pfalz
54552	Steineberg	Landkreis Vulkaneifel	Rheinland-Pfalz
56414	Steinefrenz	Westerwaldkreis	Rheinland-Pfalz
56244	Steinen	Westerwaldkreis	Rheinland-Pfalz
79585	Steinen	Landkreis Lörrach	Baden-Württemberg
71144	Steinenbronn	Landkreis Böblingen	Baden-Württemberg
57518	Steineroth	Landkreis Altenkirchen	Rheinland-Pfalz
97854	Steinfeld	Landkreis Main-Spessart	Bayern
24888	Steinfeld	Kreis Schleswig-Flensburg	Schleswig-Holstein
76889	Steinfeld	Landkreis Südliche Weinstraße	Rheinland-Pfalz
49439	Steinfeld	Landkreis Vechta	Niedersachsen
48565	Steinfurt	Kreis Steinfurt	Nordrhein-Westfalen
86989	Steingaden	Landkreis Weilheim-Schongau	Bayern
33803	Steinhagen	Kreis Gütersloh	Nordrhein-Westfalen
18442	Steinhagen	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
18246	Steinhagen	Landkreis Rostock	Mecklenburg-Vorpommern
88416	Steinhausen an der Rottum	Landkreis Biberach	Baden-Württemberg
32839	Steinheim	Kreis Höxter	Nordrhein-Westfalen
73566	Steinheim am Albuch	Landkreis Heidenheim	Baden-Württemberg
89555	Steinheim am Albuch	Landkreis Heidenheim	Baden-Württemberg
71711	Steinheim an der Murr	Landkreis Ludwigsburg	Baden-Württemberg
37318	Steinheuterode	Landkreis Eichsfeld	Thüringen
15518	Steinhöfel	Landkreis Oder-Spree	Brandenburg
85643	Steinhöring	Landkreis Ebersberg	Bayern
29367	Steinhorst	Landkreis Gifhorn	Niedersachsen
23847	Steinhorst	Kreis Herzogtum Lauenburg	Schleswig-Holstein
01904	Steinigtwolmsdorf	Landkreis Bautzen	Sachsen
54552	Steiningen	Landkreis Vulkaneifel	Rheinland-Pfalz
21720	Steinkirchen	Landkreis Stade	Niedersachsen
84439	Steinkirchen	Landkreis Erding	Bayern
76479	Steinmauern	Landkreis Rastatt	Baden-Württemberg
56479	Stein-Neukirch	Westerwaldkreis	Rheinland-Pfalz
15938	Steinreich	Landkreis Dahme-Spreewald	Brandenburg
56379	Steinsberg	Rhein-Lahn-Kreis	Rheinland-Pfalz
91628	Steinsfeld	Landkreis Ansbach	Bayern
76872	Steinweiler	Landkreis Germersheim	Rheinland-Pfalz
66879	Steinwenden	Landkreis Kaiserslautern	Rheinland-Pfalz
96349	Steinwiesen	Landkreis Kronach	Bayern
57629	Stein-Wingert	Westerwaldkreis	Rheinland-Pfalz
78256	Steißlingen	Landkreis Konstanz	Baden-Württemberg
21435	Stelle	Landkreis Harburg	Niedersachsen
25795	Stelle-Wittenwurth	Kreis Dithmarschen	Schleswig-Holstein
67705	Stelzenberg	Landkreis Kaiserslautern	Rheinland-Pfalz
27389	Stemmen	Landkreis Rotenburg (Wümme)	Niedersachsen
49448	Stemshorn	Landkreis Diepholz	Niedersachsen
32351	Stemwede	Kreis Minden-Lübbecke	Nordrhein-Westfalen
39576	Stendal	Landkreis Stendal	Sachsen-Anhalt
23936	Stepenitztal	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
83071	Stephanskirchen	Landkreis Rosenheim	Bayern
94569	Stephansposching	Landkreis Deggendorf	Bayern
23883	Sterley	Kreis Herzogtum Lauenburg	Schleswig-Holstein
19406	Sternberg	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
75447	Sternenfels	Enzkreis	Baden-Württemberg
24996	Sterup	Kreis Schleswig-Flensburg	Schleswig-Holstein
87778	Stetten	Landkreis Unterallgäu	Bayern
67294	Stetten	Donnersbergkreis	Rheinland-Pfalz
88719	Stetten	Bodenseekreis	Baden-Württemberg
72510	Stetten am kalten Markt	Landkreis Sigmaringen	Baden-Württemberg
96188	Stettfeld	Landkreis Haßberge	Bayern
31595	Steyerberg	Landkreis Nienburg/Weser	Niedersachsen
07629	St. Gangloff	Saale-Holzland-Kreis	Thüringen
78112	St. Georgen im Schwarzwald	Schwarzwald-Baar-Kreis	Baden-Württemberg
88167	Stiefenhofen	Landkreis Lindau	Bayern
74597	Stimpfach	Landkreis Schwäbisch Hall	Baden-Württemberg
21772	Stinstedt	Landkreis Cuxhaven	Niedersachsen
23795	Stipsdorf	Kreis Segeberg	Schleswig-Holstein
